186	302	3
22	377	1
244	51	2
166	346	1
298	474	4
115	265	2
253	465	5
305	451	3
6	86	3
286	1014	5
200	222	5
210	40	3
224	29	3
303	785	3
122	387	5
194	274	2
291	1042	4
234	1184	2
167	486	4
299	144	4
291	118	2
308	1	4
95	546	2
38	95	5
102	768	2
63	277	4
160	234	5
301	98	4
225	193	4
290	88	4
97	194	3
157	274	4
181	1081	1
278	603	5
276	796	1
7	32	4
284	304	4
201	979	2
276	564	3
287	327	5
246	201	5
242	1137	5
249	241	5
99	4	5
178	332	3
81	432	2
260	322	4
25	181	5
59	196	5
72	679	2
87	384	4
290	143	5
42	423	5
292	515	4
20	288	1
201	219	4
13	526	3
246	919	4
138	26	5
167	232	1
60	427	5
57	304	5
223	274	4
243	15	3
92	1049	1
246	416	3
194	165	4
241	690	2
178	248	4
254	1444	3
293	5	3
127	229	5
299	229	3
225	480	5
276	54	3
291	144	5
222	366	4
267	518	5
42	403	3
11	111	4
95	625	4
162	25	4
87	1016	4
279	154	5
145	275	2
119	1153	5
62	498	4
62	382	3
28	209	4
135	23	4
90	382	5
286	208	4
293	685	3
216	144	4
166	328	5
250	496	4
271	132	5
160	174	5
265	118	4
42	96	5
168	151	5
110	307	4
58	144	4
90	648	4
271	346	4
62	21	3
279	832	3
237	514	4
128	485	3
298	317	4
44	195	5
264	200	5
194	385	2
72	195	5
222	750	5
250	264	3
41	265	3
82	135	3
262	1147	4
293	471	3
216	658	3
250	140	3
59	23	5
286	379	5
244	815	4
7	479	4
87	274	4
194	1211	2
82	1134	2
13	836	2
13	272	4
244	756	2
305	427	5
95	787	2
43	14	2
57	419	3
84	405	3
269	504	4
299	111	3
194	466	4
160	135	4
99	268	3
10	486	4
259	117	4
303	919	4
213	273	5
121	514	3
90	98	5
49	559	2
42	794	3
155	323	2
68	117	4
172	177	4
268	231	4
5	2	3
305	117	2
44	294	4
43	137	4
279	1336	1
80	466	5
254	164	4
298	281	3
66	298	4
18	443	3
268	1035	2
99	79	4
13	98	4
26	258	3
7	455	4
222	755	4
200	673	5
213	172	5
276	322	3
94	1217	3
130	379	4
38	328	4
160	719	3
293	1267	3
26	930	2
130	216	4
256	452	4
1	61	4
72	48	4
56	755	3
13	360	4
15	405	2
92	77	3
207	476	2
292	174	5
251	748	2
224	26	3
181	220	4
259	255	4
305	471	4
52	280	3
161	202	5
148	408	5
125	235	2
58	1098	4
83	234	4
90	347	4
272	178	5
194	181	3
125	478	4
110	688	1
299	14	4
151	10	5
6	14	5
54	106	3
303	69	5
16	944	1
301	790	4
276	1091	3
305	214	2
194	1028	2
91	323	2
294	109	4
286	171	4
200	318	5
229	328	1
178	568	4
303	842	2
62	65	4
207	591	3
92	172	4
36	339	5
70	746	3
63	242	3
28	201	3
279	68	4
250	7	4
14	98	3
299	1018	3
194	54	3
119	237	5
295	218	5
268	930	2
268	2	2
66	258	4
233	202	5
83	623	4
214	334	3
192	476	2
268	145	1
301	56	4
307	89	5
234	141	3
83	576	4
181	264	2
297	133	4
38	153	5
7	382	4
181	872	1
201	146	1
85	507	4
269	367	3
59	468	3
286	143	4
193	96	1
113	595	5
292	11	5
275	98	4
189	520	5
219	82	1
218	209	5
123	427	3
119	222	5
158	177	4
222	118	4
302	322	2
301	79	5
181	3	2
201	695	1
13	198	3
1	189	3
145	237	5
23	385	4
201	767	4
296	705	5
33	872	3
301	554	3
16	64	5
95	135	3
154	357	4
77	484	5
296	508	5
302	303	2
244	673	3
13	215	5
16	705	5
270	452	4
145	15	2
187	64	5
200	304	5
170	749	5
101	829	3
184	218	3
181	1295	1
184	153	3
1	33	4
1	160	4
184	321	5
54	595	3
94	343	4
128	508	4
23	323	2
301	191	3
112	903	1
82	183	3
222	724	3
218	430	3
308	1197	4
303	134	5
133	751	3
215	212	2
254	662	4
276	2	4
104	984	1
63	1067	3
267	410	4
13	56	5
240	879	3
286	237	2
294	271	5
18	26	4
92	229	3
308	649	4
144	89	3
191	302	4
59	951	3
200	96	5
16	197	5
61	678	3
271	709	3
142	169	5
275	597	3
222	151	3
87	40	3
207	258	4
272	1393	2
177	333	4
207	1115	2
271	378	4
305	425	4
49	959	2
94	1224	3
130	1017	3
10	175	3
203	321	3
191	286	4
43	323	3
197	96	5
13	344	2
194	66	3
234	206	4
308	402	4
308	640	4
269	522	5
94	265	4
268	62	3
121	291	3
296	20	5
134	286	3
180	462	5
234	612	3
104	117	2
38	758	1
269	845	1
7	163	4
275	405	2
52	250	3
102	823	3
13	186	4
178	731	4
236	71	3
256	781	5
263	176	5
244	186	3
43	815	4
83	78	2
151	197	5
254	436	2
109	631	3
297	716	3
249	188	4
144	699	4
301	604	4
92	501	2
222	97	4
268	436	3
293	135	5
213	173	5
160	460	2
13	498	4
59	715	5
5	17	4
174	315	5
114	505	3
213	515	4
23	196	2
128	15	4
239	56	4
181	279	1
291	80	4
250	238	4
60	60	5
181	325	2
119	407	3
287	1	5
216	228	3
216	531	4
203	471	4
92	587	3
13	892	3
286	288	5
117	1047	2
99	111	1
11	558	3
65	47	2
295	194	4
269	217	2
85	259	2
250	596	5
201	960	2
257	137	4
111	328	4
91	480	4
215	211	4
181	938	1
189	1060	5
1	20	4
303	404	4
187	210	4
222	278	2
214	568	4
293	770	3
285	191	4
303	252	3
96	156	4
72	1110	3
115	1067	4
116	350	3
73	480	4
269	246	5
263	419	5
70	431	3
221	475	4
72	182	5
25	357	4
290	50	5
299	303	3
264	294	3
200	365	5
187	135	4
184	187	4
63	289	2
13	229	4
298	486	3
235	185	4
246	94	2
54	742	5
63	762	3
11	732	3
92	168	4
8	550	3
307	174	4
303	200	4
256	849	2
164	406	2
117	150	4
224	77	4
193	869	3
94	184	2
281	338	2
130	109	3
128	371	1
94	720	1
129	873	1
254	229	4
64	381	4
151	176	2
45	25	4
193	879	3
276	922	4
276	57	3
234	187	4
21	370	1
293	249	3
264	721	5
10	611	5
197	346	3
276	142	3
308	427	4
221	943	4
131	126	4
109	8	3
198	58	3
230	680	4
181	741	1
192	1061	4
234	448	3
90	900	4
193	941	4
128	603	5
244	265	4
90	289	3
157	25	3
305	71	3
119	382	5
21	222	2
231	181	4
280	508	3
288	132	3
301	33	4
72	699	3
90	259	2
308	55	3
59	742	3
94	744	4
130	642	4
26	1015	3
56	121	5
62	12	4
276	40	3
181	1015	1
152	301	3
178	845	4
217	597	4
79	303	4
138	484	4
308	81	5
269	198	4
307	94	3
222	781	3
121	740	3
269	22	1
13	864	4
230	742	5
269	507	4
239	1099	5
56	546	3
295	961	5
271	1028	2
222	812	2
69	240	3
10	7	4
22	376	3
294	931	3
82	717	1
269	234	1
6	98	5
243	1039	4
298	181	4
282	325	1
78	323	1
118	200	5
283	1114	5
171	292	4
10	100	5
245	181	4
107	333	3
246	561	1
13	901	1
276	70	4
244	17	2
189	56	5
226	242	5
276	417	4
214	478	4
306	235	4
222	26	3
280	631	5
60	430	5
56	71	4
42	274	5
1	202	5
173	289	4
15	749	1
185	23	4
280	540	3
244	381	4
150	293	4
7	497	4
178	317	4
178	742	3
234	1462	3
97	222	5
109	127	2
117	268	5
269	705	2
130	1246	3
264	655	4
207	13	3
42	588	5
87	367	4
101	304	3
256	127	4
92	794	3
181	762	2
213	235	1
92	739	2
292	661	5
246	665	4
188	692	5
18	86	4
5	439	1
236	632	3
193	407	4
144	709	4
90	1198	5
48	609	4
5	225	2
311	432	4
8	22	5
276	188	4
222	173	5
72	866	4
299	134	4
1	171	5
308	295	3
165	216	4
181	121	4
200	11	5
234	626	4
244	707	4
90	25	5
208	216	5
263	96	4
134	323	4
279	586	4
288	593	2
49	302	4
286	153	5
205	304	3
22	80	4
234	318	4
223	328	3
15	25	3
268	147	4
274	405	4
7	492	5
268	217	2
16	55	5
164	620	3
290	161	4
92	515	4
239	1070	5
56	449	5
234	10	3
280	1049	2
308	187	5
276	64	5
192	948	3
122	509	4
85	588	3
262	931	2
201	272	3
295	739	4
263	568	4
295	39	4
201	1100	4
93	820	3
159	1028	5
158	665	2
293	423	3
82	597	3
13	823	5
217	2	3
83	660	4
189	20	5
222	796	4
146	1022	5
267	121	3
126	294	3
181	1060	1
43	120	4
13	780	1
253	259	2
42	44	3
77	518	4
291	686	5
268	21	3
262	28	3
234	81	3
236	57	5
158	729	3
156	661	4
232	52	5
168	866	5
37	288	4
141	245	3
235	230	4
102	70	3
90	506	5
186	566	5
44	660	5
118	774	5
7	661	5
49	1003	2
62	68	1
42	1028	4
178	433	4
77	474	5
58	1099	2
56	1047	4
197	688	1
286	99	4
90	258	3
181	1288	1
295	190	4
224	69	4
221	1010	3
66	877	1
207	318	5
234	487	3
7	648	5
87	82	5
195	1052	1
44	449	5
306	287	4
94	62	3
167	659	4
108	100	4
230	304	5
181	927	1
54	302	4
90	22	4
181	696	2
286	357	4
311	179	2
92	121	5
21	440	1
244	550	1
181	405	4
65	806	4
37	540	2
44	443	5
244	183	4
270	25	5
299	387	2
94	572	3
286	746	4
239	272	5
216	55	5
254	121	3
62	665	2
178	385	4
268	955	3
188	143	5
276	294	4
158	1098	4
207	845	3
161	48	1
305	654	4
47	324	3
64	736	4
7	378	5
59	92	5
69	268	5
10	461	3
21	129	4
58	9	4
194	152	3
7	200	5
113	126	5
95	233	4
16	194	5
59	323	4
311	654	3
292	589	4
43	203	4
79	50	4
235	70	5
125	190	5
303	161	5
254	378	3
255	1034	1
104	301	2
90	923	5
6	463	4
279	122	1
286	298	4
222	448	3
42	625	3
130	1217	4
254	357	3
109	475	1
230	1444	2
244	310	3
6	301	2
36	748	4
256	443	3
104	285	4
21	447	5
111	301	4
18	408	5
25	222	4
110	944	3
270	98	5
68	237	5
83	215	4
89	216	5
128	317	4
305	512	4
184	412	2
286	175	5
279	1428	3
256	86	5
221	48	5
140	332	3
11	227	3
201	203	5
150	181	5
126	245	3
20	208	2
144	742	4
181	930	1
109	566	4
85	1065	3
222	379	1
223	11	3
215	421	4
218	208	3
174	937	5
275	186	3
68	742	1
268	583	4
160	462	4
224	178	4
5	110	1
99	1016	5
2	251	5
292	9	4
72	568	4
85	228	3
83	281	5
92	831	2
87	401	2
287	926	4
1	155	2
234	632	2
222	53	5
24	64	5
7	554	3
82	56	3
161	318	3
56	91	4
82	477	3
7	472	2
256	761	4
226	56	4
279	741	5
308	1286	3
16	8	5
180	202	3
145	56	5
288	305	4
84	742	3
44	644	3
17	13	3
